url,label
flashfm.rw/Laura.Fitzgerald.sent.you.a.document.email.secured/confidential.information.pls.review.and.let.me.know.your.opinion,bad
search.espn.go.com/kris-humphries/,good
jame-world.com/us/articles-7011-johnny-associates-inc-.html,good
ventkanal.ru/kwdl38g,bad
magicinthepark.com/,good
nationalpost.com/opinion/columnists/index.html?q=K,good
logicalleadguitar.com/magazine/?p=9,good
epodunk.com/cgi-bin/genInfo.php?locIndex=19180,good
mo-hotels-review.com/?n=monroe+plaza+hotel&id=702389&t=hotel,good
freepages.genealogy.rootsweb.ancestry.com/~snaylor/GatineauCity/Hull/NotreDame/SectO/NOTREDAMEO.HTM,good
worthpoint.com/worthopedia/lot-of-7-1930s-40s-baseball-hall-of-famers-stars-1,good
navsource.org/archives/05idx.htm,good
losangeles.blockshopper.com/guides/1/12669-pat_flores,good
buckeyewrestling.com/index.php?q=node/25202,good
cduniverse.com/productinfo.asp?pid=6937017,good
gamesthirst.com/2011/11/30/rumor-the-last-guardian-boss-fumito-ueda-leaves-sony-but-the-game-will-be-completed/,good
pisgahview.net/?p=3515,good
thenewpress.com/index.php?option=com_title&task=view_title&metaproductid=1714,good
goal.com/en-us/news/1589/canada/2011/07/18/2580627/expansion-of-mls-bound-montreal-impacts-saputo-stadium,good
answers.yahoo.com/question/index?qid=1006012003286,good
nfl.com/player/gordongravelle/2515204/profile,good
facebook.com/people/John-Seever/108002800,good
charley-chase.com/,good
homesandlandofgreaterkansascity.com/Schools/MO/Kansas_City/All/G_W_Carver_Elementary_School/00566717,good
cdl2014.hol.es/12072013.zip,bad
freebase.com/view/en/david_dreier,good
tekoz.net/.$$$,bad
lyrics.wikia.com/Filthy_Thieving_Bastards,good
alexa.com/siteinfo/ardene.com,good
fanpop.com/spots/taylor-swift-and-lucas-till/images,good
vub.academia.edu/NathalieGontier,good
freedictionary.org/?Query=snub,good
cakecentral.com/gallery/1944364,good
commons.wikimedia.org/wiki/Order_of_the_Garter,good
www.totalfitness.it/vibvbaf,bad
ranchandroyalty.com/,good
einet.net/directory/71488/Boxers.htm,good
hbnatserncelosskp.biz/linuxsucks.php,bad
myspace.com/mullenguitar,good
tripadvisor.com/Hotel_Review-g55326-d216876-Reviews-Days_Inn_Selmer-Selmer_Tennessee.html,good
museoparc.ca/vanier_sur_outaouais/militaire_en.html,good
superstock.co.uk/stock-photography/Raoul+Dufy,good
hirebuddies.net/,good
associatedcontent.com/article/2296673/texasoklahoma_football_game_2009_game.html,good
metacafe.com/watch/1766658/generation_gap_edward_asner_hallmark_channel/,good
facebook.com/pages/Mayonaka-no-Shadow-Boy/108040262579569,good
daymix.com/Sheila-E./,good
drupal.org/user/36720,good
photos.lucywho.com/eve-plumb-photos-t4751.html,good
greystrider.com/wp-admin/js/admin/dpbx/index.php,bad
rottentomatoes.com/celebrity/lance_gross/,good
completedesire.com/,good
absoluteastronomy.com/topics/Albany_Great_Danes_men's_basketball,good
cndoubleegret.com/admin/secure/cmd-login=6d218b637aaa309c210d7a86059de41b/?user=abuse@iveco.com,bad
rangers.nhl.com/club/atrplayer.htm?id=8446579,good
mygadgetgarage.com/downloader/wp-adrnin/PDF/PDF%20MINE/index.html,bad
en.wikipedia.org/wiki/Ruben_Brown,good
activexsearch.com/yggv8,bad
2online.tv/tele-quebec/,good
arcticicehockey.com/2011/6/9/2213919/kevin-cheveldayoff-is-not-tim-cheveldae,good
